Course ID,Course Subject,Course Number,Course Name,Course Description
718,AHSC,230,Interpersonal Communication and Relationships,"This course is designed to provide knowledge and skill in building and maintaining interpersonal relationships characterized by mutual understanding and respect. Students can expect to enhance their understanding of themselves and their personal styles. The course focuses on effective communication behaviour. Students can expect to improve their abilities to attend to verbal and non?verbal communication; exchange constructive feedback with others; address and deal constructively with conflict; and communicate across differences, such as gender and race. Conceptual perspectives include the contextual influences in
relationship dynamics and the role of affect in interpersonal communication. The course also examines value considerations"
719,AHSC,232,WORKING IN TASK GROUPS,"Prerequisite: AHSC 230. This course is an introduction to understanding interaction and developmental processes of small groups and skill?building for effective participation. It enables students to learn frameworks for observing a group?s process, member roles that facilitate positive group processes and task accomplishment, and models of intervention in small groups. The course provides opportunities for students to integrate the theory they learn with their experiences in a task group."
720,AHSC,241,RECREATION AND LEISURE IN CONTEMPORARY SOCIETY,"This course introduces students to the theories and relationships of play, perceptions of free and discretionary time, concepts of leisure, and the historical foundations for the discipline. The concepts are presented as integral components of today?s lifestyle. In addition, the organized recreation system is examined, with an introduction to the leisure services delivery system. The students also examine the role that leisure plays in current societal issues."
721,AHSC,242,RECREATION/LEISURE IN CANADA,
726,AHSC,260,"PROGRAM PLANNING, DESIGN AND EVALUATION","The course prepares students to construct effective interactive programs designed for specific client populations. Using program design principles and practices, students match learning activities to desired program outcomes, while considering participant qualities and contextual features. Emphasis is placed on assessment, design, and evaluation knowledge and skills."
727,AHSC,270,Introduction to Human Relations Theory and Research,"This course is an introduction to general systems theory and change from an interventionist
perspective, as well as an orientation to various unique human systems. It focuses on understanding applied social science research and examines general strategies of intervention and salient models of practice, exposing students to varied domains of application. The course also features attention to values and ethical issues associated with
specific practice and intervention strategies and the role of social justice and anti-oppressive approaches."
728,AHSC,281,INTRODUCTION TO THERAPEUTIC RECREATION,"An examination of the fundamental concepts of therapeutic recreation. Included is the study of the historical foundations and the basic terminology, purposes, and theories of therapeutic recreation."
729,AHSC,285,Social Psychology of Leisure,"This course examines how personal and social factors shape individuals' perceptions, experiences, and responses to the availability of discretionary time Students review current theory and research focusing on the relationship between leisure and individual functioning, and applications to human problems associated with leisure
Prerequisite: AHSC 241 previously or concurrently
NOTE: Students who have received credit for PSYC 286 or for this topic under an AHSC 298 number may not take this course for credit



"
737,AHSC,310,TOURISM IN CANADA,"This course presents an examination of the tourism industry in Canada, including concepts, research, practices, and promotion. Topics covered include destination motivation, commercial recreation, business travel, trends in tourism development, government agencies, the economics of promotion, social objectives, market segmentation, and ethical and legal considerations."
738,AHSC,311,RESPECTING DIVERSITY IN HUMAN RELATIONS,"This course examines theories of diversity and difference, as well as the effects of biases, stereotypes and stigmatization in personal interactions, institutional practices, and socio?cultural norms. It considers the role of identity?related issues such as age, culture, disability, ethnicity, gender, geographical location, health status, history, language, power, race, religion, sexual orientation, and social class in human relationships and systems.

NOTE: Students who have received credit for AHSC 245 may not take this course for credit."
739,AHSC,312,SEXUALITY IN HUMAN RELATIONS,"This course provides students with knowledge of physical and psychosocial aspects of sexuality in relationships through life and examines values, attitudes, and issues related to the development and expression of sexuality. Topics include gender, family, cultural and media influences; historically and culturally based attitudes; prevention and sexually transmitted diseases; self?perception and identity in sexuality; and emotion and sexuality. The course aims to foster respect for persons and diversity.

NOTE: Students who have received credit for AHSC 253 may not take this course for credit."
740,AHSC,313,FAMILY COMMUNICATION,"This course is a requirement for students enrolled in the Certificate in Family Life Education. This course is an examination of patterns, effective approaches, and issues in communication among persons in primary partnerships and families. It also explores topics such as diversity in forms of ?family,? decision?making, problem?solving, power relations, gender issues, managing differences in expectations, and the influences of cultural, social, and economic contexts.

NOTE: Students who have received credit for AHSC 254 may not take this course for credit."
741,AHSC,314,ADOLESCENCE: ISSUES AND INTERVENTION,"Prerequisite: AHSC 220. This course links knowledge of adolescent development to a more detailed examination of related adolescent patterns and issues, including peer relations and friendship, parental and family relations, identity, sexuality and gender, and socio?economic and cultural influences. Directed towards students interested in working with adolescents, the course combines theoretical and practical knowledge relating to adolescents, their parents and their concerns for the purpose of enhancing the adolescent experience."
742,AHSC,315,INTERVIEWING,"Prerequisite: AHSC 230. This course reviews different forms and concepts relevant to interviewing for use in work and community settings. It examines communication influences on the interviewer and interviewee and the limitations of different interview approaches. It enables students to structure and design interviews, to build rapport, and to manage information flow.

NOTE: Students who have received credit for AHSC 256 may not take this course for credit."
743,AHSC,316,ADULTHOOD: PATTERNS AND TRANSITIONS,"Prerequisite: AHSC 220. This course examines relationships, transitions, and developmental change through early adulthood and middle age. Relevant adult development theories are reviewed. Students explore the nature and significance of close relationships, life transitions, choices and contextual influences. This course includes a consideration of the societal values inherent in notions of maturity, optimal environments, and interventions to enhance quality of life."
744,AHSC,319,OLDER ADULTHOOD: ISSUES AND INTERVENTION,"Prerequisite: AHSC 220. This course explores developmental change patterns and differences among people in older adulthood. Topics include retirement and pensions, concepts of health, fitness, well?being and models of health care, housing and transportation, leisure, family and social relations, ethnicity and aging, loss and grief, death and dying. Designed for persons interested in working with older adults, the course fosters awareness of myths, stereotypes and ageism, and emphasizes an attention to community social support and interventions which are enabling."
